time,LF,RF,LR,RR,LT,RT,distRight,distLeft,thetaRight,thetaLeft,theta,distance,turn,velocity,targetDist,startTurn,stopTurn,targetTheta
1.3861425E12,7.4391203,8.94883,8.360431,10.859769,4.0,4.0,9.904299,7.899776,0.19227648,-0.09226191,-0.09226191,-7.899776,1000.0,1500.0,20.0,0.0,0.0,0.31287223
1.3861425E12,7.4391203,8.94883,8.360431,10.859769,4.0,4.0,9.904299,7.899776,0.19227648,-0.09226191,-0.09226191,-7.899776,1000.0,1500.0,20.0,0.0,0.0,0.31287223
1.3861425E12,7.437776,8.991349,8.494615,10.805113,4.0,4.0,9.898231,7.966195,0.18238586,-0.105881564,-0.105881564,-7.966195,1000.0,1500.0,20.0,0.0,0.0,0.31115484
1.3861425E12,7.437776,8.991349,8.494615,10.805113,4.0,4.0,9.898231,7.966195,0.18238586,-0.105881564,-0.105881564,-7.966195,1000.0,1500.0,20.0,0.0,0.0,0.31115484
1.3861425E12,7.1357293,8.968174,8.476666,11.051198,4.0,4.0,10.0096855,7.806198,0.20983891,-0.13449891,-0.13449891,-7.806198,1000.0,1500.0,20.0,0.0,0.0,0.31529185
1.3861425E12,7.1357293,8.968174,8.476666,11.051198,4.0,4.0,10.0096855,7.806198,0.20983891,-0.13449891,-0.13449891,-7.806198,1000.0,1500.0,20.0,0.0,0.0,0.31529185
1.3861425E12,7.451358,8.50298,8.320518,10.879022,4.0,4.0,9.691001,7.8859377,0.2398986,-0.08702573,-0.08702573,-7.8859377,1000.0,1500.0,20.0,0.0,0.0,0.31323004
1.3861425E12,7.451358,8.50298,8.320518,10.879022,4.0,4.0,9.691001,7.8859377,0.2398986,-0.08702573,-0.08702573,-7.8859377,1000.0,1500.0,20.0,0.0,0.0,0.31323004
1.3861425E12,7.410517,9.103387,8.481914,10.94952,4.0,4.0,10.026454,7.946215,0.18567836,-0.10734566,-0.10734566,-7.946215,1000.0,1500.0,20.0,0.0,0.0,0.31167144
1.3861425E12,7.410517,9.103387,8.481914,10.94952,4.0,4.0,10.026454,7.946215,0.18567836,-0.10734566,-0.10734566,-7.946215,1000.0,1500.0,20.0,0.0,0.0,0.31167144
1.3861425E12,7.300514,8.982475,8.461955,10.990871,4.0,4.0,9.986673,7.8812346,0.20221493,-0.11640685,-0.11640685,-7.8812346,1000.0,1500.0,20.0,0.0,0.0,0.31335163
1.3861425E12,7.300514,8.982475,8.461955,10.990871,4.0,4.0,9.986673,7.8812346,0.20221493,-0.11640685,-0.11640685,-7.8812346,1000.0,1500.0,20.0,0.0,0.0,0.31335163
1.3861425E12,7.461733,8.813675,8.434135,11.208684,4.0,4.0,10.01118,7.947934,0.24185173,-0.09739422,-0.09739422,-7.947934,1000.0,1500.0,20.0,0.0,0.0,0.311627
1.3861425E12,7.461733,8.813675,8.434135,11.208684,4.0,4.0,10.01118,7.947934,0.24185173,-0.09739422,-0.09739422,-7.947934,1000.0,1500.0,20.0,0.0,0.0,0.311627
1.3861425E12,7.4873633,8.937834,8.34334,11.10844,4.0,4.0,10.023137,7.915352,0.21880232,-0.08570255,-0.08570255,-7.915352,1000.0,1500.0,20.0,0.0,0.0,0.31246948
1.3861425E12,7.4873633,8.937834,8.34334,11.10844,4.0,4.0,10.023137,7.915352,0.21880232,-0.08570255,-0.08570255,-7.915352,1000.0,1500.0,20.0,0.0,0.0,0.31246948
1.3861425E12,7.3159223,8.556181,8.494322,11.011686,4.0,4.0,9.783934,7.905122,0.2480876,-0.11811438,-0.11811438,-7.905122,1000.0,1500.0,20.0,0.0,0.0,0.31273398
1.3861425E12,7.3159223,8.556181,8.494322,11.011686,4.0,4.0,9.783934,7.905122,0.2480876,-0.11811438,-0.11811438,-7.905122,1000.0,1500.0,20.0,0.0,0.0,0.31273398
1.3861425E12,7.3225193,8.726925,8.42284,11.064483,4.0,4.0,9.895704,7.8726797,0.23593873,-0.11025539,-0.11025539,-7.8726797,1000.0,1500.0,20.0,0.0,0.0,0.31357285
1.3861425E12,7.3225193,8.726925,8.42284,11.064483,4.0,4.0,9.895704,7.8726797,0.23593873,-0.11025539,-0.11025539,-7.8726797,1000.0,1500.0,20.0,0.0,0.0,0.31357285
1.3861425E12,7.310384,8.721108,8.350593,11.141007,4.0,4.0,9.931058,7.830488,0.24441624,-0.104209416,-0.104209416,-7.830488,1000.0,1500.0,20.0,0.0,0.0,0.31466377
1.3861425E12,7.310384,8.721108,8.350593,11.141007,4.0,4.0,9.931058,7.830488,0.24441624,-0.104209416,-0.104209416,-7.830488,1000.0,1500.0,20.0,0.0,0.0,0.31466377
1.3861425E12,7.137883,8.985195,8.456524,10.83508,4.0,4.0,9.910137,7.7972035,0.18606012,-0.1322492,-0.1322492,-7.7972035,1000.0,1500.0,20.0,0.0,0.0,0.3155244
1.3861425E12,7.137883,8.985195,8.456524,10.83508,4.0,4.0,9.910137,7.7972035,0.18606012,-0.1322492,-0.1322492,-7.7972035,1000.0,1500.0,20.0,0.0,0.0,0.3155244
1.3861425E12,7.3758936,8.653401,8.335435,11.048528,4.0,4.0,9.850965,7.8556643,0.24186385,-0.096101984,-0.096101984,-7.8556643,1000.0,1500.0,20.0,0.0,0.0,0.3140128
1.3861425E12,7.3758936,8.653401,8.335435,11.048528,4.0,4.0,9.850965,7.8556643,0.24186385,-0.096101984,-0.096101984,-7.8556643,1000.0,1500.0,20.0,0.0,0.0,0.3140128
1.3861425E12,7.435962,8.946498,8.515372,10.797489,4.0,4.0,9.871993,7.975667,0.18617271,-0.10815171,-0.10815171,-7.975667,1000.0,1500.0,20.0,0.0,0.0,0.31090993
1.3861425E12,7.435962,8.946498,8.515372,10.797489,4.0,4.0,9.871993,7.975667,0.18617271,-0.10815171,-0.10815171,-7.975667,1000.0,1500.0,20.0,0.0,0.0,0.31090993
1.3861425E12,7.447201,8.865639,8.495396,11.01535,4.0,4.0,9.940495,7.971298,0.21666226,-0.10501238,-0.10501238,-7.971298,1000.0,1500.0,20.0,0.0,0.0,0.31102288
1.3861425E12,7.447201,8.865639,8.495396,11.01535,4.0,4.0,9.940495,7.971298,0.21666226,-0.10501238,-0.10501238,-7.971298,1000.0,1500.0,20.0,0.0,0.0,0.31102288
1.3861425E12,7.467888,8.850278,8.35224,10.95007,4.0,4.0,9.900174,7.910064,0.21155374,-0.08855089,-0.08855089,-7.910064,1000.0,1500.0,20.0,0.0,0.0,0.31260622
1.3861425E12,7.467888,8.850278,8.35224,10.95007,4.0,4.0,9.900174,7.910064,0.21155374,-0.08855089,-0.08855089,-7.910064,1000.0,1500.0,20.0,0.0,0.0,0.31260622
1.3861425E12,6.1166873,9.036853,8.330494,11.032615,4.0,4.0,10.034734,7.223591,0.2009254,-0.22323003,-0.22323003,-7.223591,1000.0,1500.0,20.0,0.0,0.0,0.33035615
1.3861425E12,6.1166873,9.036853,8.330494,11.032615,4.0,4.0,10.034734,7.223591,0.2009254,-0.22323003,-0.22323003,-7.223591,1000.0,1500.0,20.0,0.0,0.0,0.33035615
1.3861425E12,7.467888,8.595643,8.35224,11.189951,4.0,4.0,9.8927965,7.910064,0.26243284,-0.08855089,-0.08855089,-7.910064,1000.0,1500.0,20.0,0.0,0.0,0.31260622
1.3861425E12,7.467888,8.595643,8.35224,11.189951,4.0,4.0,9.8927965,7.910064,0.26243284,-0.08855089,-0.08855089,-7.910064,1000.0,1500.0,20.0,0.0,0.0,0.31260622
1.3861425E12,7.436875,8.958995,8.504986,10.955112,4.0,4.0,9.957053,7.9709306,0.2009617,-0.10701525,-0.10701525,-7.9709306,1000.0,1500.0,20.0,0.0,0.0,0.31103238
1.3861425E12,7.436875,8.958995,8.504986,10.955112,4.0,4.0,9.957053,7.9709306,0.2009617,-0.10701525,-0.10701525,-7.9709306,1000.0,1500.0,20.0,0.0,0.0,0.31103238
